"song","artist","duration_ms","explicit","year","popularity","danceability","genre"
"Call Me When You're Sober","Evanescence",214706,"False",2006,65,0.45,"metal"
"Pullin' Me Back","Chingy",234133,"True",2006,62,0.786,"hip hop; pop; R&B"
"Far Away","Nickelback",238173,"False",2005,70,0.518,"rock; metal"
"Dance; Dance","Fall Out Boy",180266,"False",2005,74,0.622,"rock"
"A Moment Like This","Leona Lewis",257293,"False",2007,57,0.261,"pop; R&B"
"What You Know","T.I.",274333,"True",2006,64,0.551,"hip hop; pop"
"Money Maker","Ludacris",230613,"True",2006,62,0.551,"hip hop; pop"
"What's Left Of Me","Nick Lachey",244613,"False",2006,37,0.42,"pop"
"Chain Hang Low","Jibbs",207586,"True",2006,56,0.792,"hip hop; pop"
"When The Sun Goes Down","Arctic Monkeys",202133,"True",2006,72,0.348,"rock"
"Life is a Highway","Rascal Flatts",276773,"False",2006,0,0.561,"country"
"Check On It (feat. Slim Thug)","Beyoncé",211186,"False",2006,45,0.7,"pop; R&B"
"Love","Keyshia Cole",255333,"False",2005,72,0.688,"hip hop; pop; R&B"
"Smile","Lily Allen",196893,"True",2006,68,0.632,"pop"
"Sexy Love","Ne-Yo",220853,"False",2006,67,0.693,"pop; R&B"
"Too Little Too Late","JoJo",223680,"False",2006,48,0.535,"hip hop; pop; R&B"
"One","Mary J. Blige",260466,"False",2005,64,0.344,"pop; R&B"
"Ms. New Booty","Bubba Sparxxx",252653,"True",2005,62,0.64,"hip hop; pop; country"
"You Know I'm No Good","Amy Winehouse",256946,"False",2006,63,0.705,"R&B"
"What Hurts The Most","Rascal Flatts",214106,"False",2006,69,0.537,"country"
"Dani California","Red Hot Chili Peppers",282160,"False",2006,76,0.556,"rock"
"I Don't Feel Like Dancin'","Scissor Sisters",288360,"False",2006,63,0.707,"pop; rock; Dance/Electronic"
"So Sick","Ne-Yo",207186,"False",2006,75,0.452,"pop; R&B"
"Lips Of An Angel","Hinder",261053,"False",2019,35,0.474,"pop; rock; metal"
"Steady; As She Goes","The Raconteurs",215266,"False",2006,56,0.525,"rock"
"Chelsea Dagger","The Fratellis",215306,"False",2006,68,0.511,"rock"
"Where'd You Go (feat. Holly Brook & Jonah Matranga)","Fort Minor",231866,"True",2005,42,0.684,"hip hop; pop; rock"
"Stickwitu","The Pussycat Dolls",207506,"False",2005,67,0.548,"pop; R&B"
"I Write Sins Not Tragedies","Panic! At The Disco",185586,"False",2005,70,0.566,"rock"
"Goodbye My Lover","James Blunt",258653,"False",2005,67,0.432,"pop"
"Ain't No Other Man","Christina Aguilera",228906,"False",2006,63,0.862,"pop"
"The Rose","Westlife",219106,"False",2006,0,0.272,"pop"
"Is It Any Wonder?","Keane",186173,"False",2006,59,0.489,"pop"
"No Tomorrow","Orson",167493,"False",2006,46,0.656,"pop"
"I'm N Luv (Wit a Stripper) (feat. Mike Jones)","T-Pain",265333,"True",2005,0,0.731,"hip hop; pop; R&B"
"Black Horse And The Cherry Tree","KT Tunstall",172373,"False",2005,64,0.748,"World/Traditional; pop; Folk/Acoustic"
"Unwritten","Natasha Bedingfield",259333,"False",2004,2,0.706,"pop"
"America","Razorlight",249760,"False",2006,67,0.447,"rock; pop"
"You Give Me Something","James Morrison",213173,"False",2006,64,0.559,"pop; R&B"
"You're All I Have","Snow Patrol",273333,"False",2006,35,0.467,"World/Traditional; rock; pop"
"How to Save a Life","The Fray",262533,"False",2005,79,0.64,"pop"
"I Wish I Was a Punk Rocker (with Flowers in My Hair)","Sandi Thom",151640,"False",2006,61,0.7,"World/Traditional; pop"
"Welcome to the Black Parade","My Chemical Romance",311106,"False",2006,76,0.217,"rock"
"In The Morning","Razorlight",222453,"False",2006,59,0.616,"rock; pop"
"Dirty Little Secret","The All-American Rejects",193653,"False",2005,65,0.469,"rock; pop"
"Wonderful World","James Morrison",210066,"False",2006,49,0.474,"pop; R&B"
"Yo (Excuse Me Miss)","Chris Brown",229040,"False",2005,69,0.536,"hip hop; pop; R&B"
"Who Knew","P!nk",208493,"False",2006,0,0.688,"pop"
"Naive","The Kooks",203506,"False",2006,73,0.391,"rock"
"Bleeding Love","Leona Lewis",262466,"False",2007,75,0.638,"pop; R&B"
"Umbrella","Rihanna",275986,"False",2008,81,0.583,"hip hop; pop; R&B"
"Gimme More","Britney Spears",251240,"False",2007,79,0.788,"pop"
"Big Girls Don't Cry (Personal)","Fergie",268120,"False",2006,76,0.708,"pop; R&B"
"Valerie (feat. Amy Winehouse) - Version Revisited","Mark Ronson",219413,"False",2007,0,0.698,"pop"
"Hey There Delilah","Plain White T's",232533,"False",2005,78,0.656,"pop"
"What Goes Around.../...Comes Around (Interlude)","Justin Timberlake",448573,"False",2006,70,0.687,"pop"
"The Sweet Escape","Gwen Stefani",246466,"False",2006,71,0.756,"pop; R&B"
"The Way I Are","Timbaland",179120,"False",2007,80,0.731,"hip hop; pop; R&B"
"Say It Right","Nelly Furtado",223080,"False",2006,81,0.872,"hip hop; pop; latin"
"Let Me Think About It","Ida Corr",151973,"False",2012,43,0.762,"set()"
"Destination Calabria - Radio Edit","Alex Gaudino",223111,"False",2007,73,0.627,"Dance/Electronic"
"Cry for You","September",209800,"False",2007,65,0.767,"pop; Dance/Electronic"
"Smack That","Akon",212360,"True",2006,58,0.94,"pop"
"Give It To Me","Timbaland",234026,"True",2007,70,0.975,"hip hop; pop; R&B"
"Ayo Technology","50 Cent",247946,"True",2007,67,0.63,"hip hop; pop"
"Proper Education - Radio Edit","Eric Prydz",198567,"False",2007,0,0.537,"pop; Dance/Electronic"
"Put Your Hands Up For Detroit - Radio Edit","Fedde Le Grand",150533,"False",2015,0,0.827,"pop; Dance/Electronic"
"Like a Boy","Ciara",237053,"False",2006,68,0.701,"pop; R&B"
"Stronger","Kanye West",311866,"True",2007,54,0.617,"hip hop"
"Beautiful Liar","Beyoncé",199853,"False",2007,64,0.764,"pop; R&B"
"Cupid's Chokehold / Breakfast in America - Radio Mix","Gym Class Heroes",237173,"False",2007,59,0.584,"hip hop; pop"
"I Wanna Love You","Akon",247066,"True",2006,53,0.865,"pop"
"Crank That (Soulja Boy)","Soulja Boy",221933,"False",2007,74,0.736,"hip hop; pop"
"Make It Rain","Fat Joe",247413,"True",2006,59,0.744,"hip hop; pop"
"U + Ur Hand","P!nk",214386,"True",2006,0,0.709,"pop"
"Shut Up And Drive","Rihanna",212280,"False",2008,69,0.735,"hip hop; pop; R&B"
"Get It Shawty","Lloyd",209533,"False",2007,62,0.822,"hip hop; pop; R&B"
"Can't Tell Me Nothing","Kanye West",271600,"True",2007,47,0.596,"hip hop"
"The Creeps - Fedde Le Grand Radio Mix","Camille Jones",152333,"False",2006,17,0.847,"set()"
"What I've Done","Linkin Park",205613,"False",2007,77,0.623,"rock; metal"
"Last Night","Keyshia Cole",255706,"False",2007,60,0.918,"hip hop; pop; R&B"
"Kiss Kiss (feat. T-Pain)","Chris Brown",250666,"False",2007,68,0.729,"hip hop; pop; R&B"
"Party Like A Rock Star","Shop Boyz",253400,"True",2007,61,0.619,"hip hop; pop"
"Paralyzer","Finger Eleven",208106,"False",2007,73,0.644,"rock; metal"
"Summer Love","Justin Timberlake",252973,"False",2006,66,0.606,"pop"
"This Is Why I'm Hot","MiMS",253706,"True",2007,59,0.621,"hip hop; pop"
"Make Me Better","Fabolous",253573,"True",2007,62,0.607,"hip hop; pop; R&B"
"Fake It","Seether",193893,"True",2007,73,0.611,"rock; metal"
"Patience","Take That",202066,"False",2006,64,0.309,"pop"
"Brianstorm","Arctic Monkeys",172866,"False",2007,67,0.42,"rock"
"My Love (feat. T.I.)","Justin Timberlake",276160,"False",2006,72,0.771,"pop"
"Glamorous","Fergie",246600,"True",2006,64,0.811,"pop; R&B"
"Bleed It Out","Linkin Park",166373,"True",2007,73,0.529,"rock; metal"
"Teenagers","My Chemical Romance",161920,"False",2006,80,0.463,"rock"
"Acceptable in the 80's","Calvin Harris",333680,"False",2007,57,0.787,"hip hop; pop; Dance/Electronic"
"About You Now","Sugababes",212400,"False",2007,66,0.584,"pop; R&B"
"Girlfriend","Avril Lavigne",216600,"True",2007,75,0.56,"pop"
"Because Of You","Ne-Yo",266840,"False",2007,74,0.81,"pop; R&B"
"It's Not Over","Daughtry",215173,"False",2016,45,0.45,"pop; rock; metal"
"Walk It Out","Unk",173040,"True",2013,48,0.794,"hip hop; pop"
"You","Lloyd",273133,"False",2007,70,0.412,"hip hop; pop; R&B"
"Golden Skans","Klaxons",165120,"False",2007,65,0.463,"rock"
"Bartender (feat. Akon)","T-Pain",238800,"True",2007,3,0.675,"hip hop; pop; R&B"
"The Way I Live - Main Explicit","Baby Boy Da Prince",324906,"True",2006,59,0.88,"hip hop; pop"
"Fergalicious","Fergie",292373,"True",2006,63,0.906,"pop; R&B"
"Ice Box","Omarion",256426,"False",2006,57,0.775,"hip hop; pop; R&B"
"On the Hotline - Amended Version","Pretty Ricky",242586,"False",2007,57,0.704,"hip hop; pop; R&B"
"Rockstar","Nickelback",252040,"False",2005,69,0.616,"rock; metal"
"Thnks fr th Mmrs","Fall Out Boy",203506,"False",2007,76,0.459,"rock"
"LoveStoned / I Think She Knows (Interlude)","Justin Timberlake",444333,"True",2006,57,0.859,"pop"
"Dear Maria; Count Me In","All Time Low",182826,"False",2007,76,0.459,"rock"
"Back To Black","Amy Winehouse",241293,"True",2006,76,0.403,"R&B"
"Let It Go","Keyshia Cole",238360,"False",2007,58,0.808,"hip hop; pop; R&B"
"Promise","Ciara",267413,"False",2006,56,0.697,"pop; R&B"
"Do You Know? (The Ping Pong Song)","Enrique Iglesias",219533,"False",2007,45,0.753,"pop; latin"
"Heartbroken - Edit","T2",178613,"False",2017,59,0.716,"Dance/Electronic"
"With Every Heartbeat","Robyn",254920,"False",2005,36,0.477,"pop; Dance/Electronic"
"Makes Me Wonder","Maroon 5",211080,"True",2007,62,0.803,"pop"
"This Ain't A Scene; It's An Arms Race","Fall Out Boy",212040,"False",2007,68,0.435,"rock"
"Misery Business","Paramore",211520,"False",2007,72,0.517,"pop; rock"
"Better Than Me","Hinder",223533,"False",2019,30,0.451,"pop; rock; metal"
"Pop; Lock & Drop It - Video Edit","Huey",261026,"False",2006,52,0.723,"hip hop; pop"
"The Pretender","Foo Fighters",269373,"False",2007,78,0.433,"rock; metal"
"Shawty (feat. T Pain)","Plies",255413,"True",2007,61,0.444,"hip hop; pop; R&B"
"Ruby","Kaiser Chiefs",204200,"False",2007,67,0.451,"rock"
"Stop Me (feat. Daniel Merriweather)","Mark Ronson",232946,"False",2007,46,0.626,"pop"
"Outta My System (feat. T-Pain & Johntá Austin)","Bow Wow",238266,"False",2006,57,0.772,"hip hop; pop; R&B"
"We Fly High","Jim Jones",236080,"True",2006,0,0.685,"hip hop; pop"
"Face Down","The Red Jumpsuit Apparatus",192000,"False",2006,74,0.545,"pop"
"Grace Kelly","MIKA",187733,"False",2006,69,0.675,"pop"
"Candyman","Christina Aguilera",194213,"False",2006,66,0.686,"pop"
"Beautiful Girls","Sean Kingston",225373,"False",2007,78,0.762,"hip hop; pop; R&B"
"Don't Matter","Akon",293066,"True",2006,52,0.801,"pop"
1973,"James Blunt",280026,"False",2007,68,0.72,"pop"
"Before He Cheats","Carrie Underwood",199946,"False",2005,76,0.519,"pop; country"
"Starz In Their Eyes","Just Jack",295933,"False",2006,52,0.67,"Dance/Electronic"
"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)","T-Pain",227960,"False",2007,2,0.451,"hip hop; pop; R&B"
"I Tried","Bone Thugs-N-Harmony",287480,"True",2007,61,0.727,"hip hop; pop"
"When You're Gone","Avril Lavigne",240493,"False",2007,68,0.457,"pop"
"Throw Some D's","Rich Boy",263920,"True",2007,57,0.697,"hip hop; pop"
"Love Today","MIKA",235173,"False",2006,57,0.673,"pop"
"Your Love Alone Is Not Enough (feat. Nina Persson)","Manic Street Preachers",235693,"False",2007,53,0.344,"rock; pop"
"Wait for You","Elliott Yamin",261320,"False",2007,58,0.764,"set()"
"Sweetest Girl (Dollar Bill) (feat. Akon; Lil' Wayne & Niia)","Wyclef Jean",241133,"False",2007,56,0.733,"set()"
"The Great Escape","Boys Like Girls",206520,"False",2007,62,0.423,"pop"
"Rule The World - Radio Edit","Take That",237760,"False",2007,58,0.357,"pop"
"Bed","J. Holiday",275106,"False",2007,64,0.684,"hip hop; pop; R&B; Dance/Electronic"
"Snow (Hey Oh)","Red Hot Chili Peppers",334666,"False",2006,79,0.427,"rock"
"Runaway Love","Ludacris",280680,"True",2006,51,0.405,"hip hop; pop"
"Low (feat. T-Pain)","Flo Rida",231400,"False",2008,80,0.918,"hip hop; pop"
"I Kissed A Girl","Katy Perry",179640,"False",2008,73,0.699,"pop"
"Take A Bow","Rihanna",229413,"False",2008,74,0.697,"hip hop; pop; R&B"
"No One","Alicia Keys",253813,"False",2007,77,0.644,"pop; R&B"
"Apologize","Timbaland",184400,"False",2007,74,0.653,"hip hop; pop; R&B"
"Miss Independent","Ne-Yo",232000,"False",2008,71,0.668,"pop; R&B"
"With You","Chris Brown",252120,"False",2007,70,0.662,"hip hop; pop; R&B"
"If I Were a Boy","Beyoncé",249146,"False",2008,66,0.632,"pop; R&B"
"Dangerous","Kardinal Offishall",246053,"True",2008,75,0.949,"hip hop; pop; R&B"
"Beggin (original version)","Madcon",216146,"False",2007,70,0.715,"hip hop; pop"
"Cry for You","September",209800,"False",2007,65,0.767,"pop; Dance/Electronic"
"Disturbia","Rihanna",238626,"False",2008,76,0.707,"hip hop; pop; R&B"
"Infinity 2008","Guru Josh Project",190013,"False",2011,1,0.493,"hip hop"
"Break the Ice","Britney Spears",196053,"False",2007,61,0.712,"pop"
"Lollipop","Lil Wayne",299333,"True",2008,69,0.829,"hip hop; pop"
"Now You're Gone - Video Edit","Basshunter",148186,"False",2008,63,0.639,"pop"
"Flashing Lights","Kanye West",237506,"True",2007,52,0.639,"hip hop"
"4 Minutes (feat. Justin Timberlake & Timbaland)","Madonna",189693,"False",2009,71,0.753,"pop"
"Hot N Cold","Katy Perry",220226,"False",2008,73,0.706,"pop"
"Don't Stop The Music","Rihanna",267080,"False",2008,77,0.835,"hip hop; pop; R&B"
"Sensual Seduction","Snoop Dogg",245520,"False",2007,56,0.756,"hip hop; pop"
"Right Now (Na Na Na)","Akon",240746,"False",2008,69,0.83,"pop"
"Womanizer","Britney Spears",224400,"False",2008,76,0.724,"pop"
"Pjanoo - Radio Edit","Eric Prydz",157432,"False",2008,65,0.605,"pop; Dance/Electronic"
"Work","Kelly Rowland",207920,"False",2010,34,0.888,"hip hop; pop; R&B"
"Put On","Jeezy",321293,"True",2008,69,0.654,"hip hop; pop"
"Give It 2 Me","Madonna",287906,"False",2008,57,0.837,"pop"
"When I Grow Up","The Pussycat Dolls",245680,"False",2008,72,0.671,"pop; R&B"
"Heartbreaker","will.i.am",327880,"True",2007,46,0.788,"hip hop; pop"
"Crank That (Soulja Boy)","Soulja Boy",221933,"False",2007,74,0.736,"hip hop; pop"
"Piece of Me","Britney Spears",212106,"False",2007,64,0.769,"pop"
"Live Your Life","T.I.",338853,"True",2008,75,0.375,"hip hop; pop"
"Closer","Ne-Yo",234360,"False",2008,65,0.709,"pop; R&B"
"A Milli","Lil Wayne",221840,"True",2008,69,0.674,"hip hop; pop"
"What You Got","Colby O'Donis",243013,"False",2008,61,0.775,"hip hop; pop; R&B"
"See You Again","Miley Cyrus",190453,"False",2007,0,0.692,"pop"
"All I Ever Wanted - Radio Edit","Basshunter",176453,"False",2008,65,0.645,"pop"
"Kiss Kiss (feat. T-Pain)","Chris Brown",250666,"False",2007,68,0.729,"hip hop; pop; R&B"
"Paralyzer","Finger Eleven",208106,"False",2007,73,0.644,"rock; metal"
"The Boy Does Nothing","Alesha Dixon",210680,"False",2008,51,0.632,"pop"
"Dance Wiv Me - Radio Edit","Dizzee Rascal",204093,"False",2011,68,0.878,"hip hop; pop; Dance/Electronic"
"Sweet About Me","Gabriella Cilmi",202133,"False",2008,56,0.671,"R&B"
"Another Way to Die","Jack White",262240,"False",2007,56,0.486,"rock; blues"
"Hypnotized (feat. Akon)","Plies",188493,"True",2007,66,0.84,"hip hop; pop; R&B"
"I Hate This Part","The Pussycat Dolls",218400,"False",2008,64,0.756,"pop; R&B"
"Take You There","Sean Kingston",236693,"False",2008,65,0.752,"hip hop; pop; R&B"
"Pocketful of Sunshine","Natasha Bedingfield",203440,"False",2008,62,0.726,"pop"
"You're Gonna Go Far; Kid","The Offspring",177826,"True",2008,78,0.55,"rock; pop; metal"
"Homecoming","Kanye West",203493,"True",2007,47,0.667,"hip hop"
"American Boy","Estelle",284733,"True",2008,78,0.727,"R&B"
"Addicted","Saving Abel",222826,"True",2008,69,0.512,"rock; metal"
"Propane Nightmares","Pendulum",313346,"False",2008,57,0.356,"Dance/Electronic"
"My Life","The Game",320893,"True",2008,60,0.673,"hip hop; pop"
"Damaged","Danity Kane",244266,"False",2008,57,0.774,"pop; R&B"
"So What","P!nk",215160,"True",2008,76,0.534,"pop"
"Love Lockdown","Kanye West",270306,"False",2008,66,0.76,"hip hop"
"Cookie Jar (feat. The-Dream)","Gym Class Heroes",216317,"True",2008,54,0.687,"hip hop; pop"
"Paper Planes","M.I.A.",205200,"False",2007,1,0.447,"pop; rock"
"It's Not My Time","3 Doors Down",241960,"False",2008,56,0.529,"pop; rock; metal"
"Wow","Kylie Minogue",190973,"False",2007,47,0.654,"pop; Dance/Electronic"
"Touch My Body","Mariah Carey",204733,"False",2008,0,0.715,"pop; R&B"
"Kids","MGMT",302840,"False",2007,77,0.451,"rock"
"Shut Up and Let Me Go","The Ting Tings",171226,"False",2007,55,0.852,"pop; rock; Dance/Electronic"
"Got Money","Lil Wayne",244626,"True",2008,58,0.694,"hip hop; pop"
"Into the Night (feat. Chad Kroeger)","Santana",222440,"False",2007,57,0.595,"rock; blues; latin"
"I Luv Your Girl","The-Dream",267866,"True",2007,62,0.723,"hip hop; pop; R&B"
"Wearing My Rolex - Radio Edit","Wiley",170480,"False",2008,59,0.876,"hip hop; Dance/Electronic"
"Love in This Club (feat. Young Jeezy)","Usher",259720,"False",2008,71,0.573,"hip hop; pop; R&B"
"Black & Gold - Radio Edit","Sam Sparro",212360,"False",2008,53,0.383,"pop; Dance/Electronic"
"What's It Gonna Be (feat. Platnum)","H ""two"" O",207476,"False",2008,55,0.733,"Dance/Electronic"
"That's Not My Name","The Ting Tings",310573,"False",2008,51,0.755,"pop; rock; Dance/Electronic"
"Bust It Baby; Pt. 2 (feat. Ne-Yo)","Plies",240760,"True",2008,61,0.648,"hip hop; pop; R&B"
"Broken Strings","James Morrison",250453,"False",2008,70,0.57,"pop; R&B"
"Run","Leona Lewis",314720,"False",2007,62,0.285,"pop; R&B"
"Shake It","Metro Station",179946,"False",2007,67,0.618,"pop; rock"
"Whatever You Like","T.I.",249533,"True",2008,74,0.68,"hip hop; pop"
"Can't Help but Wait","Trey Songz",206413,"False",2007,62,0.699,"hip hop; pop; R&B"
"Stop And Stare","OneRepublic",223853,"False",2007,59,0.492,"pop"
"Hallelujah","Alexandra Burke",217826,"False",2009,63,0.177,"pop"
"Just Fine","Mary J. Blige",242133,"False",2007,64,0.923,"pop; R&B"
"One Step At a Time","Jordin Sparks",205160,"False",2007,56,0.766,"pop; R&B"
"Viva La Vida","Coldplay",242373,"False",2008,80,0.486,"rock; pop"
"Sex on Fire","Kings of Leon",203346,"False",2008,80,0.542,"rock"
"Good Life","Kanye West",207000,"True",2007,45,0.439,"hip hop"
"Mercy","Duffy",219920,"False",2008,69,0.793,"pop; R&B"
"Crush","David Archuleta",213520,"False",2008,67,0.57,"pop"
"Suffocate - Superclean","J. Holiday",220053,"False",2007,58,0.458,"hip hop; pop; R&B; Dance/Electronic"
"In Love With a Girl","Gavin DeGraw",206000,"False",2008,51,0.438,"pop; Folk/Acoustic"
"Tattoo","Jordin Sparks",233466,"False",2007,54,0.566,"pop; R&B"
"Violet Hill","Coldplay",222653,"False",2008,63,0.33,"rock; pop"
"Sexy Can I feat. Yung Berg","Ray J",204040,"True",2008,1,0.575,"hip hop; pop; R&B"
"Spotlight","Jennifer Hudson",250106,"False",2008,60,0.707,"pop; R&B; easy listening"
"Green Light (feat. André 3000)","John Legend",284186,"False",2008,55,0.622,"pop; R&B"
"Burnin' Up","Jonas Brothers",175093,"False",2008,68,0.667,"pop"
"Superstar (feat. Matthew Santos)","Lupe Fiasco",289000,"False",2007,64,0.572,"hip hop; pop"
"Forever","Chris Brown",278573,"False",2008,74,0.672,"hip hop; pop; R&B"
"Chasing Pavements","Adele",210506,"False",2008,1,0.614,"pop; R&B"
"Better in Time","Leona Lewis",234173,"False",2007,67,0.584,"pop; R&B"
"Clumsy","Fergie",240426,"False",2006,58,0.731,"pop; R&B"
"Can't Believe It (feat. Lil' Wayne)","T-Pain",273826,"False",2008,0,0.648,"hip hop; pop; R&B"
"I Gotta Feeling","Black Eyed Peas",289133,"False",2009,80,0.743,"hip hop; pop"
"Poker Face","Lady Gaga",237200,"False",2008,77,0.851,"pop"
"Halo","Beyoncé",261640,"False",2008,74,0.508,"pop; R&B"
"Sexy Bitch (feat. Akon)","David Guetta",195853,"True",2010,75,0.813,"hip hop; pop; Dance/Electronic"
"Right Round","Flo Rida",204640,"False",2009,74,0.72,"hip hop; pop"
"Love Story","Taylor Swift",236266,"False",2008,74,0.617,"pop"
"Hotel Room Service","Pitbull",238506,"False",2009,63,0.849,"hip hop; pop; latin"
"Circus","Britney Spears",192360,"False",2008,74,0.791,"pop"
"LoveGame","Lady Gaga",216333,"False",2008,69,0.894,"pop"
"Monster","Skillet",178013,"False",2009,75,0.64,"rock; pop; metal"
"Omen","The Prodigy",216026,"False",2009,57,0.545,"rock; pop; Dance/Electronic"
"Meet Me Halfway","Black Eyed Peas",284373,"False",2009,72,0.798,"hip hop; pop"
"Heartless","Kanye West",211000,"False",2008,82,0.79,"hip hop"
"Day 'N' Nite (Nightmare)","Kid Cudi",221240,"False",2009,72,0.88,"hip hop"
"Just Dance","Lady Gaga",241933,"False",2008,76,0.822,"pop"
"If U Seek Amy","Britney Spears",216520,"False",2008,69,0.717,"pop"
"I Know You Want Me (Calle Ocho)","Pitbull",237120,"False",2009,59,0.825,"hip hop; pop; latin"
"Obsessed","Mariah Carey",242200,"False",2009,66,0.742,"pop; R&B"
"Sweet Dreams","Beyoncé",208066,"False",2008,48,0.694,"pop; R&B"
"Release Me","Agnes",256213,"False",2009,65,0.621,"pop; Dance/Electronic"
"Boom Boom Pow","Black Eyed Peas",251440,"True",2009,68,0.867,"hip hop; pop"
"She Wolf","Shakira",188866,"False",2009,68,0.865,"pop; latin"
"Paparazzi","Lady Gaga",208306,"False",2008,70,0.762,"pop"
"Empire State Of Mind","JAY-Z",276920,"True",2009,82,0.491,"hip hop"
"All The Right Moves","OneRepublic",238000,"False",2009,65,0.529,"pop"
"Birthday Sex","Jeremih",226506,"False",2009,67,0.677,"hip hop; pop; R&B"
"Evacuate The Dancefloor","Cascada",207200,"False",2009,63,0.762,"hip hop; pop; Dance/Electronic"
"New Divide","Linkin Park",268613,"False",2009,68,0.493,"rock; metal"
"Let It Rock","Kevin Rudolf",231173,"True",2008,66,0.607,"hip hop; pop"
"Run This Town","JAY-Z",267520,"True",2009,75,0.632,"hip hop"
"Bad Romance","Lady Gaga",294573,"True",2009,80,0.696,"pop"
"Live Your Life","T.I.",338853,"True",2008,75,0.375,"hip hop; pop"
"We Made You","Eminem",269613,"False",2009,63,0.924,"hip hop"
"Bonkers","Dizzee Rascal",177573,"False",2011,38,0.624,"hip hop; pop; Dance/Electronic"
"Love Sex Magic (feat. Justin Timberlake)","Ciara",220426,"False",2009,58,0.893,"pop; R&B"
"Russian Roulette","Rihanna",227533,"True",2009,64,0.48,"hip hop; pop; R&B"
"Turn My Swag On","Soulja Boy",206333,"False",2008,59,0.546,"hip hop; pop"
"Intro","The xx",127920,"False",2009,2,0.617,"rock"
"Down","Jay Sean",212106,"False",2009,3,0.657,"hip hop; pop; R&B"
"Turnin Me On - Original Dirty","Keri Hilson",248066,"True",2008,41,0.661,"pop; R&B"
"When Love Takes Over (feat. Kelly Rowland)","David Guetta",191000,"False",2010,69,0.675,"hip hop; pop; Dance/Electronic"
"Fight For This Love","Cheryl",223253,"False",2009,65,0.739,"pop; Dance/Electronic"
"Kiss Me Thru The Phone","Soulja Boy",193386,"True",2008,76,0.758,"hip hop; pop"
"Crack A Bottle","Eminem",297520,"True",2009,70,0.516,"hip hop"
"Sober","P!nk",251440,"False",2010,46,0.614,"pop"
"Number 1","Tinchy Stryder",212773,"False",2009,59,0.581,"pop; Dance/Electronic"
"Mama Do (Uh Oh; Uh Oh)","Pixie Lott",196520,"False",2009,54,0.451,"pop; Dance/Electronic"
"Beat Again - Radio Edit","JLS",196640,"False",2009,0,0.894,"pop"
"DONTTRUSTME","3OH!3",192573,"True",2008,70,0.791,"hip hop; pop; rock"
"Jai Ho! (You Are My Destiny)","A.R. Rahman",222400,"False",2009,65,0.657,"set()"
"I Hate This Part","The Pussycat Dolls",218400,"False",2008,64,0.756,"pop; R&B"
"Beautiful","Akon",312986,"False",2008,65,0.74,"pop"
"Bad Boys (feat. Flo Rida)","Alexandra Burke",206480,"False",2009,57,0.67,"pop"
"Break Up","Mario",249026,"True",2009,51,0.44,"pop; R&B"
"Forever","Drake",357706,"True",2009,73,0.457,"hip hop; pop; R&B"
"Naturally","Selena Gomez & The Scene",202586,"False",2009,63,0.605,"pop; Dance/Electronic"
"Love Lockdown","Kanye West",270306,"False",2008,66,0.76,"hip hop"
"Untouched","The Veronicas",255360,"False",2005,58,0.557,"pop; Dance/Electronic"
"Throw It In The Bag","Fabolous",231573,"True",2009,59,0.789,"hip hop; pop; R&B"
"Whatcha Say","Jason Derulo",221253,"False",2010,70,0.615,"hip hop; pop"
"Not Fair","Lily Allen",201213,"True",2009,54,0.719,"pop"
"Dead And Gone","T.I.",299746,"True",2008,68,0.713,"hip hop; pop"
"Fire Burning","Sean Kingston",239986,"False",2009,71,0.839,"hip hop; pop; R&B"
"Walking On A Dream","Empire of the Sun",198440,"False",2008,77,0.871,"rock; pop; Dance/Electronic"
"Good Girls Go Bad (feat. Leighton Meester)","Cobra Starship",196413,"False",2009,65,0.594,"pop; Dance/Electronic"
"If Today Was Your Last Day","Nickelback",249066,"False",2008,66,0.485,"rock; metal"
"Bulletproof","La Roux",205733,"False",2009,71,0.674,"pop; Dance/Electronic"
"Fire","Kasabian",252279,"False",2009,64,0.525,"rock"
"I'm Not Alone - Radio Edit","Calvin Harris",210973,"False",2009,55,0.597,"hip hop; pop; Dance/Electronic"
"One Time","Justin Bieber",215866,"False",2009,71,0.691,"pop"
"Blame It","Jamie Foxx",289746,"True",2008,65,0.673,"hip hop; pop; R&B"
"In For The Kill","La Roux",248626,"False",2009,59,0.629,"pop; Dance/Electronic"
"Uprising","Muse",304840,"False",2009,75,0.602,"rock"
"Gotta Be Somebody","Nickelback",252653,"False",2008,62,0.536,"rock; metal"
"Broken Strings","James Morrison",250453,"False",2008,70,0.57,"pop; R&B"
"Whatever You Like","T.I.",249533,"True",2008,74,0.68,"hip hop; pop"
"Holiday","Dizzee Rascal",220626,"False",2011,60,0.545,"hip hop; pop; Dance/Electronic"
"Single Ladies (Put a Ring on It)","Beyoncé",193213,"False",2008,67,0.426,"pop; R&B"
"Love Drunk","Boys Like Girls",226706,"False",2009,64,0.44,"pop"
"Rockin' That Shit","The-Dream",221920,"True",2009,62,0.672,"hip hop; pop; R&B"
"Secrets","OneRepublic",224693,"False",2009,74,0.516,"pop"
"Everybody in Love","JLS",195586,"False",2013,39,0.705,"pop"
"Big Green Tractor","Jason Aldean",204200,"False",2009,50,0.616,"country"
